cell_id,settlement,district,lat,lon,group_key,population
730910,Ilinden,Blagoevgrad,41.46305,23.79892,children_0_6,14
730910,Ilinden,Blagoevgrad,41.46305,23.79892,seniors_65p,62
730908,Ilindentsi,Blagoevgrad,41.65,23.23333,children_0_6,14
730908,Ilindentsi,Blagoevgrad,41.65,23.23333,seniors_65p,62
730942,Gyurgevo,Blagoevgrad,41.48457,23.16568,children_0_6,14
730942,Gyurgevo,Blagoevgrad,41.48457,23.16568,seniors_65p,62
730855,Ivanovo,Blagoevgrad,41.53403,23.06833,children_0_6,14
730855,Ivanovo,Blagoevgrad,41.53403,23.06833,seniors_65p,62
731088,Gradevo,Blagoevgrad,41.91667,23.2,children_0_6,14
731088,Gradevo,Blagoevgrad,41.91667,23.2,seniors_65p,62
731055,Gramada,Blagoevgrad,42.01667,23.08333,children_0_6,14
731055,Gramada,Blagoevgrad,42.01667,23.08333,seniors_65p,62
731110,Gostun,Blagoevgrad,41.8,23.68333,children_0_6,14
731110,Gostun,Blagoevgrad,41.8,23.68333,seniors_65p,62
731115,Gospodintsi,Blagoevgrad,41.65792,23.73019,children_0_6,14
731115,Gospodintsi,Blagoevgrad,41.65792,23.73019,seniors_65p,62
730991,Galabova Mahala,Blagoevgrad,41.9,23.21667,children_0_6,14
730991,Galabova Mahala,Blagoevgrad,41.9,23.21667,seniors_65p,62
730989,Galabovo,Blagoevgrad,41.96667,23.66667,children_0_6,14
730989,Galabovo,Blagoevgrad,41.96667,23.66667,seniors_65p,62
11436695,Prikrat,Blagoevgrad,41.92332,22.93434,children_0_6,14
11436695,Prikrat,Blagoevgrad,41.92332,22.93434,seniors_65p,62
11436693,Royatsite,Blagoevgrad,41.9113,22.92807,children_0_6,14
11436693,Royatsite,Blagoevgrad,41.9113,22.92807,seniors_65p,62
11436690,Tevnidolska Mahala,Blagoevgrad,41.91945,22.91366,children_0_6,14
11436690,Tevnidolska Mahala,Blagoevgrad,41.91945,22.91366,seniors_65p,62
11436677,Yovanovtsi,Blagoevgrad,41.95494,22.89353,children_0_6,14
11436677,Yovanovtsi,Blagoevgrad,41.95494,22.89353,seniors_65p,62
11436676,Kraykovtsi,Blagoevgrad,41.95743,22.88921,children_0_6,14
11436676,Kraykovtsi,Blagoevgrad,41.95743,22.88921,seniors_65p,62
11436675,Plyangovtsi,Blagoevgrad,41.95921,22.89043,children_0_6,14
11436675,Plyangovtsi,Blagoevgrad,41.95921,22.89043,seniors_65p,62
11436674,Stoimertsi,Blagoevgrad,41.96142,22.88583,children_0_6,14
11436674,Stoimertsi,Blagoevgrad,41.96142,22.88583,seniors_65p,62
11436673,Zayatsite,Blagoevgrad,41.96237,22.88849,children_0_6,14
11436673,Zayatsite,Blagoevgrad,41.96237,22.88849,seniors_65p,62
11436672,Redzhovtsi,Blagoevgrad,41.96181,22.91338,children_0_6,14
11436672,Redzhovtsi,Blagoevgrad,41.96181,22.91338,seniors_65p,62
11436671,Zlatkovtsi,Blagoevgrad,41.96414,22.91947,children_0_6,14
11436671,Zlatkovtsi,Blagoevgrad,41.96414,22.91947,seniors_65p,62
